"CD4","CD8","CD3","CD19","gate"
1.54893075173059,-0.0212375651141539,3.5614296736592,0.220716090493684,1
-0.23316213298328,-0.667484555330604,1.03493669182151,3.06644689617377,3
-0.0207197229126707,-0.120416903159273,0.119142385749259,0.270114862635781,4
1.54766483069135,-0.326093712272559,3.48780341729121,0.858181079487533,1
-0.0201470028128654,1.05069869417679,2.7314390793515,0.488874701089342,2
1.52392951441194,0.369661753581891,3.55005048082461,0.0783271862242423,1
0.0217200018561342,0.138142122022841,0.809622699391495,0.638059018094125,4
0.036146187462992,0.198320080938509,0.529138897246772,0.220238978588442,4
0.0418116583470023,0.270379266616905,0.604291916376561,0.055526121683054,4
1.55304777180581,0.230566858354508,3.39382849554793,0.169715903405842,1
-0.026914726516991,0.852070651712027,-0.291258282062864,-0.209363624389479,4
-0.0745645404955965,1.81418983383658,2.91847078439925,0.206557135018895,2
-0.0501444890082031,1.67039969102808,3.20030442895036,0.646230089193501,2
1.84608092046449,-0.363705610566829,3.57884323559448,0.604849093138675,1
-0.0113490803147446,1.11173503800039,3.09989201224724,0.687837605676474,2
-0.0419526310335593,1.22629037407629,3.04894865723088,0.175036334942241,2
-0.169705461659961,-0.222483970706322,-0.237966259195339,2.87939118272215,3
-0.109308298061,1.98379979737209,3.30413044322398,-0.384296387662892,2
-0.0645801907000507,1.62710285956268,2.93198923219519,0.701038241731382,2
-0.0358253622981315,0.367690209432522,2.74871624223809,-0.187903028404096,2
1.37122664330655,0.190750277161306,2.77263871377645,0.264627120668719,1
1.24310372339358,-0.334277856697396,3.38738552075509,0.892732290360572,1
0.00084847135743123,-0.338009609905174,0.702571868590082,0.923394678583734,4
0.0119856828312145,1.08983353393784,0.932786818942814,0.485272393880076,4
1.35739463999584,0.118296798962267,3.45191833320639,0.0181001551558696,1
1.20764420157725,-0.242426101395124,3.06447504691014,0.362903723151624,1
1.47239841213224,0.13158942146611,3.6276958894511,0.993919142630179,1
1.75924121915714,0.33264772350465,3.07474443568194,0.264491728613473,1
1.4963449882501,0.199490815875466,3.07689098425539,0.371339542912066,1
-0.055516346604256,0.657411962540312,0.846344683401792,0.647237214959651,4
-0.102038873845713,2.14280296497005,3.10038212220079,-0.505065150099558,2
-0.0923070113768031,1.83055922894456,3.02104687994738,-0.136196058024475,2
-0.00269027385355218,0.110038543992586,0.284047009014907,-0.163475038680049,4
-0.0125693768726753,0.179969113540513,2.81777507608094,0.21085186754097,1
1.44151617503893,-0.0287016721477479,3.33480453908409,0.180629959280014,1
1.23796028038341,0.30738947551843,3.28688034024766,0.338333802134889,1
-0.0449213304944945,1.28735694121187,3.17954860803079,0.112224434500212,2
1.48943077081988,0.0957304664776526,3.45241431665597,0.00396462017708122,1
-0.0262973401528356,1.14722728498452,2.12225780819397,0.485513367053569,2
-0.218756272147968,-0.707612524414971,0.243187496742547,3.05197637951648,3
-0.0538446315286748,1.82719462050841,2.72800572049832,0.182974929167204,2
-0.0522805940124176,2.11174156677407,3.25857253409637,0.974655299011042,2
0.0336459354408929,-0.0227696639155604,0.285597071330887,0.211119784616796,4
-0.10491618050976,1.82295370546597,2.73049813433155,0.771910507066034,2
1.50321498603338,-0.137733409040317,3.13256055029728,0.585969781477226,1
1.71280783836593,-0.00535512798244101,2.74011793515223,0.0912054666389107,1
1.86510564130602,-0.0559831432063033,3.5175002652836,0.771736526955697,1
1.45479974667917,0.250749665649351,3.29726745428864,-0.310624985876091,1
-0.0419043954552902,2.05520701816198,2.92193844373442,0.492767475019604,2
-0.0148720004447556,0.0508292362553157,0.341938697746856,0.620913836706081,4
0.0294778420836291,0.410016772681168,0.278309458669308,-0.374495306685504,4
1.25828762894889,-0.105407250046206,3.01880767179456,0.496750410585246,1
-0.235932358861634,-0.700023262601885,0.503784625373867,3.18737877240259,3
1.47276371926294,0.0652331075599076,2.85970874786125,0.317603424032704,1
1.82270994334104,0.0388305780496683,3.01879254358026,0.802948478484883,1
0.0382522088352641,1.72921807784938,2.94994691027821,0.375325463935019,2
1.63388756793031,0.00324340076440372,2.89766295597205,-0.0903995854820261,1
1.41201534816663,-0.0685682797522118,3.45479938915594,0.0675586585171681,1
1.82064833307582,0.0288846565857895,2.85726661154188,0.658165629950276,1
1.31234688840989,-0.0678830682693044,3.07756562327256,-0.0374288578352813,1
1.46438051006179,-0.0698055896020003,3.1391363069491,0.4098984004899,1
1.36309271595706,0.0477776504318723,3.28253075058695,0.420263283488327,1
-0.0540925210493258,2.03144550594695,3.30379900366336,-0.354623487000215,2
-0.0733956763266519,2.05267466954743,2.74028525620556,0.203971132902518,2
1.55251051890728,0.0239092708987497,2.9470184530483,-0.520512485006948,1
1.44838760309936,0.0169874648815413,3.62633244868256,0.834080984717086,1
-0.08620226197878,1.78291954164351,3.42651896474295,-0.561283175806666,2
-0.000113830178784793,-0.0966706405193652,0.23059137900197,0.271042178557303,4
1.78253226070099,0.291933245355531,2.94704516802739,0.379380829136207,1
1.40699068975931,-0.112699070597085,3.59716578371519,0.704586229378166,1
1.43081965815588,0.296760542043419,3.03034573505996,0.293183557540849,1
-0.0913226349025667,1.89148232883568,2.97403722464255,-0.157457349407749,2
1.67862770758218,0.162288848118188,3.00164431668867,-0.0279658363513711,1
1.07869996459561,0.00799310016866833,2.84683564503151,0.409725215989913,1
1.26768395785122,0.220251535718591,3.38470325699809,0.202081035894137,1
1.57297294025528,0.147693990297149,3.4726453223222,0.238308738020586,1
-0.106200570282405,2.00600486882287,3.57621360632016,0.68145526518332,2
1.43497019125665,-0.118526340835735,3.06548778986041,0.223040357964059,1
-0.126991190238348,1.99346124214523,2.82211883478343,-0.0237482456655241,2
0.034079001721174,0.332658720663308,1.12136848028915,0.656871078359866,4
1.78684077786787,-0.272800257891403,3.5332859678367,0.649623662807046,1
0.0256483170735589,0.149185256167852,0.318742740909836,0.634150634882181,4
0.00849728508749331,0.047206960132217,2.40731913373324,0.852784679882258,4
1.63731235838617,-0.11614694460782,3.19549033516009,0.797583841476512,1
-0.228415958499978,-0.510880774791193,0.764892468917475,3.09802605167615,3
-0.0606939537872153,-0.14264953873383,0.720288608577204,2.51761880462302,3
1.75511070827008,-0.104772883148319,3.48392699540855,0.321467788185528,1
-0.0605658751369038,1.44991444832777,3.05247590149422,0.111153704638407,2
-0.0327977210519659,1.21924341838429,2.64653193510573,0.297466025822511,2
-0.0195417057359477,-0.0797349596428957,-0.114956293486694,-0.119428614127389,4
0.0304614881892399,0.61245213987862,0.898614304662015,0.618269877374586,4
